well,od_600nm,strain,water_source,micronutrients,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value
D8,0.119,WT,MQ-,False,2,acetate,2021-08-06,1,6.403333333333333,0.07907142857142858
D9,0.117,WT,MQ-,False,3,acetate,2021-08-06,1,6.403333333333333,0.07907142857142858
D10,0.118,WT,MQ-,False,4,acetate,2021-08-06,1,6.403333333333333,0.07907142857142858
E3,0.124,WT,MQ+,True,1,acetate,2021-08-06,1,6.403333333333333,0.07907142857142858
E4,0.127,WT,MQ+,True,2,acetate,2021-08-06,1,6.403333333333333,0.07907142857142858
E5,0.131,WT,MQ+,True,3,acetate,2021-08-06,1,6.403333333333333,0.07907142857142858
E6,0.128,WT,MQ+,True,4,acetate,2021-08-06,1,6.403333333333333,0.07907142857142858
E7,0.124,WT,Carboy,True,1,acetate,2021-08-06,1,6.403333333333333,0.07907142857142858
E8,0.124,WT,Carboy,True,2,acetate,2021-08-06,1,6.403333333333333,0.07907142857142858
E9,0.126,WT,Carboy,True,3,acetate,2021-08-06,1,6.403333333333333,0.07907142857142858
E10,0.124,WT,Carboy,True,4,acetate,2021-08-06,1,6.403333333333333,0.07907142857142858
F3,0.125,WT,MQ+,False,1,acetate,2021-08-06,1,6.403333333333333,0.07907142857142858
F4,0.129,WT,MQ+,False,2,acetate,2021-08-06,1,6.403333333333333,0.07907142857142858
F5,0.129,WT,MQ+,False,3,acetate,2021-08-06,1,6.403333333333333,0.07907142857142858
F6,0.129,WT,MQ+,False,4,acetate,2021-08-06,1,6.403333333333333,0.07907142857142858
F7,0.121,WT,Carboy,False,1,acetate,2021-08-06,1,6.403333333333333,0.07907142857142858
F8,0.118,WT,Carboy,False,2,acetate,2021-08-06,1,6.403333333333333,0.07907142857142858
F9,0.121,WT,Carboy,False,3,acetate,2021-08-06,1,6.403333333333333,0.07907142857142858
F10,0.121,WT,Carboy,False,4,acetate,2021-08-06,1,6.403333333333333,0.07907142857142858
C3,0.132,WT,CCSR,True,1,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
C4,0.137,WT,CCSR,True,2,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
C5,0.135,WT,CCSR,True,3,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
C6,0.135,WT,CCSR,True,4,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
C7,0.13,WT,MQ-,True,1,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
C8,0.131,WT,MQ-,True,2,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
C9,0.132,WT,MQ-,True,3,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
C10,0.131,WT,MQ-,True,4,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
D3,0.101,WT,CCSR,False,1,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
D4,0.102,WT,CCSR,False,2,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
D5,0.103,WT,CCSR,False,3,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
D6,0.105,WT,CCSR,False,4,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
D7,0.122,WT,MQ-,False,1,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
D8,0.121,WT,MQ-,False,2,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
D9,0.119,WT,MQ-,False,3,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
D10,0.12,WT,MQ-,False,4,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
E3,0.129,WT,MQ+,True,1,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
E4,0.132,WT,MQ+,True,2,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
E5,0.135,WT,MQ+,True,3,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
E6,0.133,WT,MQ+,True,4,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
E7,0.128,WT,Carboy,True,1,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
E8,0.128,WT,Carboy,True,2,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
E9,0.13,WT,Carboy,True,3,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
E10,0.128,WT,Carboy,True,4,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
F3,0.128,WT,MQ+,False,1,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
F4,0.131,WT,MQ+,False,2,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
F5,0.131,WT,MQ+,False,3,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
F6,0.132,WT,MQ+,False,4,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
F7,0.123,WT,Carboy,False,1,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
F8,0.12,WT,Carboy,False,2,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
F9,0.123,WT,Carboy,False,3,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
F10,0.123,WT,Carboy,False,4,acetate,2021-08-06,1,6.528888888888889,0.07907142857142858
C3,0.138,WT,CCSR,True,1,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
C4,0.143,WT,CCSR,True,2,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
C5,0.141,WT,CCSR,True,3,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
C6,0.14,WT,CCSR,True,4,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
C7,0.135,WT,MQ-,True,1,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
C8,0.135,WT,MQ-,True,2,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
C9,0.136,WT,MQ-,True,3,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
C10,0.135,WT,MQ-,True,4,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
D3,0.103,WT,CCSR,False,1,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
D4,0.103,WT,CCSR,False,2,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
D5,0.104,WT,CCSR,False,3,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
D6,0.106,WT,CCSR,False,4,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
D7,0.124,WT,MQ-,False,1,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
D8,0.123,WT,MQ-,False,2,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
D9,0.121,WT,MQ-,False,3,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
D10,0.122,WT,MQ-,False,4,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
E3,0.135,WT,MQ+,True,1,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
E4,0.137,WT,MQ+,True,2,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
E5,0.14,WT,MQ+,True,3,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
E6,0.138,WT,MQ+,True,4,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
E7,0.133,WT,Carboy,True,1,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
E8,0.133,WT,Carboy,True,2,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
E9,0.135,WT,Carboy,True,3,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
E10,0.132,WT,Carboy,True,4,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
F3,0.131,WT,MQ+,False,1,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
F4,0.134,WT,MQ+,False,2,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
F5,0.134,WT,MQ+,False,3,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
F6,0.135,WT,MQ+,False,4,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
F7,0.125,WT,Carboy,False,1,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
F8,0.122,WT,Carboy,False,2,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
F9,0.125,WT,Carboy,False,3,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
F10,0.125,WT,Carboy,False,4,acetate,2021-08-06,1,6.654444444444445,0.07914285714285715
C3,0.144,WT,CCSR,True,1,acetate,2021-08-06,1,6.78,0.07907142857142858
C4,0.149,WT,CCSR,True,2,acetate,2021-08-06,1,6.78,0.07907142857142858
C5,0.147,WT,CCSR,True,3,acetate,2021-08-06,1,6.78,0.07907142857142858
C6,0.146,WT,CCSR,True,4,acetate,2021-08-06,1,6.78,0.07907142857142858
C7,0.14,WT,MQ-,True,1,acetate,2021-08-06,1,6.78,0.07907142857142858
C8,0.14,WT,MQ-,True,2,acetate,2021-08-06,1,6.78,0.07907142857142858
C9,0.141,WT,MQ-,True,3,acetate,2021-08-06,1,6.78,0.07907142857142858
C10,0.14,WT,MQ-,True,4,acetate,2021-08-06,1,6.78,0.07907142857142858
D3,0.104,WT,CCSR,False,1,acetate,2021-08-06,1,6.78,0.07907142857142858
D4,0.105,WT,CCSR,False,2,acetate,2021-08-06,1,6.78,0.07907142857142858
D5,0.105,WT,CCSR,False,3,acetate,2021-08-06,1,6.78,0.07907142857142858
D6,0.107,WT,CCSR,False,4,acetate,2021-08-06,1,6.78,0.07907142857142858
D7,0.126,WT,MQ-,False,1,acetate,2021-08-06,1,6.78,0.07907142857142858
D8,0.125,WT,MQ-,False,2,acetate,2021-08-06,1,6.78,0.07907142857142858
D9,0.123,WT,MQ-,False,3,acetate,2021-08-06,1,6.78,0.07907142857142858
D10,0.124,WT,MQ-,False,4,acetate,2021-08-06,1,6.78,0.07907142857142858
E3,0.141,WT,MQ+,True,1,acetate,2021-08-06,1,6.78,0.07907142857142858
E4,0.142,WT,MQ+,True,2,acetate,2021-08-06,1,6.78,0.07907142857142858
E5,0.145,WT,MQ+,True,3,acetate,2021-08-06,1,6.78,0.07907142857142858
E6,0.143,WT,MQ+,True,4,acetate,2021-08-06,1,6.78,0.07907142857142858
E7,0.138,WT,Carboy,True,1,acetate,2021-08-06,1,6.78,0.07907142857142858
E8,0.137,WT,Carboy,True,2,acetate,2021-08-06,1,6.78,0.07907142857142858
E9,0.14,WT,Carboy,True,3,acetate,2021-08-06,1,6.78,0.07907142857142858
E10,0.137,WT,Carboy,True,4,acetate,2021-08-06,1,6.78,0.07907142857142858
F3,0.134,WT,MQ+,False,1,acetate,2021-08-06,1,6.78,0.07907142857142858
F4,0.137,WT,MQ+,False,2,acetate,2021-08-06,1,6.78,0.07907142857142858
F5,0.137,WT,MQ+,False,3,acetate,2021-08-06,1,6.78,0.07907142857142858
F6,0.137,WT,MQ+,False,4,acetate,2021-08-06,1,6.78,0.07907142857142858
F7,0.132,WT,Carboy,False,1,acetate,2021-08-06,1,6.78,0.07907142857142858
F8,0.124,WT,Carboy,False,2,acetate,2021-08-06,1,6.78,0.07907142857142858
F9,0.127,WT,Carboy,False,3,acetate,2021-08-06,1,6.78,0.07907142857142858
F10,0.127,WT,Carboy,False,4,acetate,2021-08-06,1,6.78,0.07907142857142858
C3,0.151,WT,CCSR,True,1,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
C4,0.156,WT,CCSR,True,2,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
C5,0.153,WT,CCSR,True,3,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
C6,0.152,WT,CCSR,True,4,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
C7,0.145,WT,MQ-,True,1,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
C8,0.145,WT,MQ-,True,2,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
C9,0.146,WT,MQ-,True,3,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
C10,0.145,WT,MQ-,True,4,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
D3,0.105,WT,CCSR,False,1,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
D4,0.106,WT,CCSR,False,2,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
D5,0.107,WT,CCSR,False,3,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
D6,0.109,WT,CCSR,False,4,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
D7,0.128,WT,MQ-,False,1,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
D8,0.128,WT,MQ-,False,2,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
D9,0.126,WT,MQ-,False,3,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
D10,0.126,WT,MQ-,False,4,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
E3,0.147,WT,MQ+,True,1,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
E4,0.149,WT,MQ+,True,2,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
E5,0.151,WT,MQ+,True,3,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
E6,0.149,WT,MQ+,True,4,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
E7,0.143,WT,Carboy,True,1,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
E8,0.143,WT,Carboy,True,2,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
E9,0.145,WT,Carboy,True,3,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
E10,0.143,WT,Carboy,True,4,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
F3,0.137,WT,MQ+,False,1,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
F4,0.14,WT,MQ+,False,2,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
F5,0.14,WT,MQ+,False,3,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
F6,0.14,WT,MQ+,False,4,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
F7,0.13,WT,Carboy,False,1,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
F8,0.127,WT,Carboy,False,2,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
F9,0.13,WT,Carboy,False,3,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
F10,0.129,WT,Carboy,False,4,acetate,2021-08-06,1,6.905555555555556,0.07885714285714288
C3,0.159,WT,CCSR,True,1,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
C4,0.163,WT,CCSR,True,2,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
C5,0.159,WT,CCSR,True,3,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
C6,0.159,WT,CCSR,True,4,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
C7,0.15,WT,MQ-,True,1,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
C8,0.151,WT,MQ-,True,2,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
C9,0.152,WT,MQ-,True,3,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
C10,0.151,WT,MQ-,True,4,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
D3,0.107,WT,CCSR,False,1,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
D4,0.108,WT,CCSR,False,2,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
D5,0.108,WT,CCSR,False,3,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
D6,0.11,WT,CCSR,False,4,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
D7,0.131,WT,MQ-,False,1,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
D8,0.13,WT,MQ-,False,2,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
D9,0.128,WT,MQ-,False,3,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
D10,0.129,WT,MQ-,False,4,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
E3,0.154,WT,MQ+,True,1,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
E4,0.155,WT,MQ+,True,2,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
E5,0.157,WT,MQ+,True,3,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
E6,0.155,WT,MQ+,True,4,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
E7,0.149,WT,Carboy,True,1,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
E8,0.149,WT,Carboy,True,2,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
E9,0.151,WT,Carboy,True,3,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
E10,0.148,WT,Carboy,True,4,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
F3,0.14,WT,MQ+,False,1,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
F4,0.143,WT,MQ+,False,2,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
F5,0.143,WT,MQ+,False,3,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
F6,0.144,WT,MQ+,False,4,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
F7,0.133,WT,Carboy,False,1,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
F8,0.129,WT,Carboy,False,2,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
F9,0.132,WT,Carboy,False,3,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
F10,0.132,WT,Carboy,False,4,acetate,2021-08-06,1,7.0311111111111115,0.07892857142857145
C3,0.166,WT,CCSR,True,1,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
C4,0.17,WT,CCSR,True,2,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
C5,0.166,WT,CCSR,True,3,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
C6,0.166,WT,CCSR,True,4,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
C7,0.157,WT,MQ-,True,1,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
C8,0.158,WT,MQ-,True,2,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
C9,0.159,WT,MQ-,True,3,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
C10,0.157,WT,MQ-,True,4,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
D3,0.109,WT,CCSR,False,1,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
D4,0.109,WT,CCSR,False,2,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
D5,0.11,WT,CCSR,False,3,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
D6,0.112,WT,CCSR,False,4,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
D7,0.133,WT,MQ-,False,1,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
D8,0.133,WT,MQ-,False,2,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
D9,0.131,WT,MQ-,False,3,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
D10,0.132,WT,MQ-,False,4,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
E3,0.163,WT,MQ+,True,1,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
E4,0.161,WT,MQ+,True,2,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
E5,0.164,WT,MQ+,True,3,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
E6,0.161,WT,MQ+,True,4,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
E7,0.155,WT,Carboy,True,1,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
E8,0.154,WT,Carboy,True,2,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
E9,0.157,WT,Carboy,True,3,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
E10,0.154,WT,Carboy,True,4,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
F3,0.144,WT,MQ+,False,1,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
F4,0.146,WT,MQ+,False,2,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
F5,0.147,WT,MQ+,False,3,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
F6,0.147,WT,MQ+,False,4,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
F7,0.136,WT,Carboy,False,1,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
F8,0.132,WT,Carboy,False,2,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
F9,0.135,WT,Carboy,False,3,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
F10,0.135,WT,Carboy,False,4,acetate,2021-08-06,1,7.156666666666666,0.07910714285714286
C3,0.174,WT,CCSR,True,1,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
C4,0.178,WT,CCSR,True,2,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
C5,0.174,WT,CCSR,True,3,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
C6,0.173,WT,CCSR,True,4,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
C7,0.163,WT,MQ-,True,1,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
C8,0.164,WT,MQ-,True,2,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
C9,0.165,WT,MQ-,True,3,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
C10,0.163,WT,MQ-,True,4,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
D3,0.111,WT,CCSR,False,1,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
D4,0.111,WT,CCSR,False,2,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
D5,0.112,WT,CCSR,False,3,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
D6,0.114,WT,CCSR,False,4,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
D7,0.136,WT,MQ-,False,1,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
D8,0.135,WT,MQ-,False,2,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
D9,0.133,WT,MQ-,False,3,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
D10,0.134,WT,MQ-,False,4,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
E3,0.17,WT,MQ+,True,1,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
E4,0.168,WT,MQ+,True,2,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
E5,0.171,WT,MQ+,True,3,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
E6,0.168,WT,MQ+,True,4,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
E7,0.161,WT,Carboy,True,1,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
E8,0.161,WT,Carboy,True,2,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
E9,0.163,WT,Carboy,True,3,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
E10,0.161,WT,Carboy,True,4,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
F3,0.148,WT,MQ+,False,1,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
F4,0.15,WT,MQ+,False,2,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
F5,0.15,WT,MQ+,False,3,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
F6,0.151,WT,MQ+,False,4,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
F7,0.138,WT,Carboy,False,1,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
F8,0.135,WT,Carboy,False,2,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
F9,0.138,WT,Carboy,False,3,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
F10,0.138,WT,Carboy,False,4,acetate,2021-08-06,1,7.282222222222222,0.07914285714285715
C3,0.182,WT,CCSR,True,1,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
C4,0.185,WT,CCSR,True,2,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
C5,0.181,WT,CCSR,True,3,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
C6,0.18,WT,CCSR,True,4,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
C7,0.17,WT,MQ-,True,1,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
C8,0.171,WT,MQ-,True,2,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
C9,0.172,WT,MQ-,True,3,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
C10,0.17,WT,MQ-,True,4,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
D3,0.113,WT,CCSR,False,1,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
D4,0.113,WT,CCSR,False,2,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
D5,0.114,WT,CCSR,False,3,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
D6,0.116,WT,CCSR,False,4,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
D7,0.139,WT,MQ-,False,1,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
D8,0.138,WT,MQ-,False,2,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
D9,0.136,WT,MQ-,False,3,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
D10,0.137,WT,MQ-,False,4,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
E3,0.178,WT,MQ+,True,1,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
E4,0.176,WT,MQ+,True,2,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
E5,0.178,WT,MQ+,True,3,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
E6,0.175,WT,MQ+,True,4,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
E7,0.167,WT,Carboy,True,1,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
E8,0.167,WT,Carboy,True,2,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
E9,0.17,WT,Carboy,True,3,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
E10,0.167,WT,Carboy,True,4,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
F3,0.151,WT,MQ+,False,1,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
F4,0.154,WT,MQ+,False,2,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
F5,0.154,WT,MQ+,False,3,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
F6,0.154,WT,MQ+,False,4,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
F7,0.141,WT,Carboy,False,1,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
F8,0.138,WT,Carboy,False,2,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
F9,0.141,WT,Carboy,False,3,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
F10,0.141,WT,Carboy,False,4,acetate,2021-08-06,1,7.407777777777778,0.07914285714285715
C3,0.191,WT,CCSR,True,1,acetate,2021-08-06,1,7.533333333333333,0.079
C4,0.194,WT,CCSR,True,2,acetate,2021-08-06,1,7.533333333333333,0.079
C5,0.189,WT,CCSR,True,3,acetate,2021-08-06,1,7.533333333333333,0.079
C6,0.188,WT,CCSR,True,4,acetate,2021-08-06,1,7.533333333333333,0.079
C7,0.177,WT,MQ-,True,1,acetate,2021-08-06,1,7.533333333333333,0.079
C8,0.178,WT,MQ-,True,2,acetate,2021-08-06,1,7.533333333333333,0.079
C9,0.179,WT,MQ-,True,3,acetate,2021-08-06,1,7.533333333333333,0.079
C10,0.177,WT,MQ-,True,4,acetate,2021-08-06,1,7.533333333333333,0.079
D3,0.115,WT,CCSR,False,1,acetate,2021-08-06,1,7.533333333333333,0.079
D4,0.115,WT,CCSR,False,2,acetate,2021-08-06,1,7.533333333333333,0.079
D5,0.115,WT,CCSR,False,3,acetate,2021-08-06,1,7.533333333333333,0.079
D6,0.118,WT,CCSR,False,4,acetate,2021-08-06,1,7.533333333333333,0.079
